"Player";"Position";"Team"
"Anthony, Stephone";"DB";"NOR"
"Anthrop, Danny";"WR";"IND"
"Anunoby, Chigbo";"DL";"CLE"
"Apple, Eli";"DB";"NYG"
"Ariguzo, Chi Chi";"DB";"DET"
"Arkin, David";"OL";"LAR"
"Armbrister, Thurston";"DB";"JAC"
"Armstead, Arik";"DL";"SFO"
"Armstead, Terron";"OL";"NOR"
"Armstrong, Ray-Ray";"DB";"SFO"
"Arrington, Kyle";"DB";"BAL"
"Artis-Payne, Cameron";"RB";"CAR"
"Ash, Richard";"DL";"JAC"
"Asiata, Matt";"RB";"MIN"
"Atkins, Geno";"DL";"CIN"
"Atkinson, George";"RB";"OAK"
"Attaochu, Jeremiah";"DB";"SDG"
"Aubrey, Josh";"DB";"TEN"
"Austin, Tavon";"WR";"LAR"
"Autry, Denico";"DL";"OAK"
"Avril, Cliff";"DL";"SEA"
"Awe, Micah";"DB";"TAM"
"Ayers, Akeem";"DB";"LAR"
"Ayers, DeMarcus";"WR";"PIT"
"Ayers, Robert";"DB";"TAM"
"Babineaux, Jonathan";"DL";"ATL"
"Backman, Kennard";"TE";"GNB"
"Bademosi, Johnson";"DB";"DET"
"Bailey, Allen";"DL";"K.C"
"Bailey, Alvin";"OL";"CLE"
"Bailey, Dan";"K";"DAL"
"Bailey, Dion";"DB";"NYJ"
"Bailey, Rasheed";"WR";"JAC"
"Bailey, Stedman";"WR";"LAR"
"Bailey, Sterling";"DL";"IND"
"Baker, Chris";"DL";"WAS"
"Baker, Sean";"DB";"CLE"
"Bakhtiari, David";"OL";"GNB"
"Balducci, Alex";"OL";"SFO"
"Baldwin, Darryl";"OL";"DAL"
"Baldwin, Doug";"WR";"SEA"
"Ball, Alan";"DB";"ARI"
"Ball, Marcus";"DB";"CAR"
"Ball, Neiron";"DB";"OAK"
"Ballentine, Lonnie";"DB";"HOU"
"Banjo, Chris";"DB";"GNB"
"Banks, Johnthan";"DB";"TAM"
"Banyard, Joe";"RB";"JAC"
"Barber, Jared";"DB";"CAR"
"Barber, Peyton";"RB";"TAM"
"Barbre, Allen";"OL";"PHI"
"Barclay, Don";"OL";"GNB"
"Barker, Chris";"OL";"NWE"
"Barkley, Matt";"QB";"ARI"
"Barksdale, Joe";"OL";"SDG"
"Barner, Kenjon";"RB";"PHI"
"Barnes, Adairius";"DB";"DET"
"Barnes, Deion";"DB";"NYJ"
"Barnes, T.J.";"DL";"BUF"
"Barnes, Tim";"OL";"LAR"
"Barney, Tarow";"DL";"NYJ"
"Barnidge, Gary";"TE";"CLE"
"Barr, Anthony";"DB";"MIN"
"Barrett, Shaquil";"DB";"DEN"
"Barrington, Sam";"DB";"GNB"
"Barron, Mark";"DB";"LAR"
"Barrow, Lamin";"DB";"CHI"
"Bars, Brad";"DL";"NYG"
"Barth, Connor";"K";"NOR"
"Barton, Karim";"OL";"HOU"
"Bartu, Joplo";"DB";"JAC"
"Barwin, Connor";"DB";"PHI"
"Bass, David";"DB";"TEN"
"Bates, Daren";"DB";"OAK"
"Bates, Houston";"DB";"WAS"
"Bates, Trevor";"DB";"IND"
"Battle, Isaiah";"OL";"LAR"
"Bausby, DeVante";"DB";"CHI"
"Beachum, Kelvin";"OL";"JAC"
"Beadles, Zane";"OL";"SFO"
"Beasley, Cole";"WR";"DAL"
"Beasley, Vic";"DB";"ATL"
"Beavers, Willie";"OL";"MIN"
"Beckham, Odell";"WR";"NYG"
"Becton, Nick";"OL";"CHI"
"Bell, Blake";"TE";"SFO"
"Bell, Byron";"OL";"TEN"
"Bell, Devon";"WR";"DET"
"Bell, Jered";"DB";"SFO"
"Bell, Kenny";"WR";"TAM"
"Bell, Le'Veon";"RB";"PIT"
"Bell, Mitchell";"OL";"OAK"
"Bell, Reggie";"WR";"NOR"
"Bell, Vonn";"DB";"NOR"
"Bellamy, Josh";"WR";"CHI"
"Bellore, Nick";"DB";"SFO"
"Benenoch, Caleb";"OL";"TAM"
"Benjamin, Kelvin";"WR";"CAR"
"Benjamin, Travis";"WR";"SDG"
"Benn, Arrelious";"WR";"JAC"
"Bennett, Martellus";"TE";"NWE"
"Bennett, Michael";"WR";"CIN"
"Bennett, Michael";"DL";"JAC"
"Bennett, Michael";"DL";"SEA"
"Bentley, V'Angelo";"DB";"NWE"
"Benwikere, Bene'";"DB";"CAR"
"Bercovici, Mike";"QB";"SDG"
"Bergen, Sam";"RB";"TEN"
"Berger, Joe";"OL";"MIN"
"Bergstrom, Tony";"OL";"HOU"
"Berhe, Nat";"DB";"NYG"
"Bernadeau, Mackenzy";"OL";"JAC"
"Bernard, Giovani";"RB";"CIN"
"Bernstein, Jake";"OL";"ARI"
"Berry, Eric";"DB";"K.C"
"Bersin, Brenton";"WR";"CAR"
"Bertolet, Taylor";"K";"LAR"
"Bethea, Antoine";"DB";"SFO"
"Bethel, Justin";"DB";"ARI"
"Bethel-Thompson, McLeod";"QB";"PHI"
"Beyer, Brennen";"DB";"BAL"
"Bibbs, E.J.";"TE";"CLE"
"Bibbs, Kapri";"RB";"DEN"
"Biggers, E.J.";"DB";"NWE"
"Billings, Andrew";"DL";"CIN"
"Billingsley, Jace";"WR";"DET"
"Bilukidi, Christo";"DL";"NYJ"
"Binford, Harvey";"WR";"GNB"
"Bitonio, Joel";"OL";"CLE"
"Blackmon, Justin";"WR";"JAC"
"Blackmon, Will";"DB";"WAS"
"Blackson, Angelo";"DL";"TEN"
"Blair, Ronald";"DL";"SFO"
"Blake, Antwon";"DB";"TEN"
"Blakeney, Issac";"WR";"PIT"
"Blanchflower, Rob";"TE";"PIT"
"Blanton, Robert";"DB";"BUF"
"Blechen, Brian";"DB";"CAR"
"Blount, Akil";"DB";"MIA"
"Blount, LeGarrette";"RB";"NWE"
"Blue, Alfred";"RB";"HOU"
"Blythe, Austin";"OL";"IND"
"Boddy-Calhoun, Briean";"DB";"JAC"
"Bodine, Russell";"OL";"CIN"
"Boehm, Evan";"OL";"ARI"
"Boehringer, Moritz";"WR";"MIN"
"Boggs, Taylor";"OL";"ARI"
"Bohanon, Tommy";"RB";"NYJ"
"Bolden, Brandon";"RB";"NWE"
"Boldin, Anquan";"WR";"DET"
"Boling, Clint";"OL";"CIN"
"Bond, Al";"OL";"WAS"
"Bond, Devante";"DB";"TAM"
"Bonnet, Andrew";"RB";"CIN"
"Booker, Devontae";"RB";"DEN"
"Boone, Alex";"OL";"MIN"
"Boone, Kadron";"WR";"NYG"
"Booth, Cody";"OL";"WAS"
"Bortles, Blake";"QB";"JAC"
"Bosa, Joey";"DL";"SDG"
"Bostic, Jon";"DB";"DET"
"Bostick, Brandon";"TE";"NYJ"
"Boston, Tre";"DB";"CAR"
"Boswell, Chris";"K";"PIT"
"Bouka, Elie";"DB";"ARI"
"Bouye, A.J.";"DB";"HOU"
"Bowanko, Luke";"OL";"JAC"
"Bowen, Kevin";"OL";"WAS"
"Bowman, Braedon";"TE";"JAC"
"Bowman, NaVorro";"DB";"SFO"
"Boyce, Josh";"WR";"IND"
"Boyd, Tyler";"WR";"CIN"
"Boykin, Brandon";"DB";"CHI"
"Boykin, Jarrett";"WR";"BUF"
"Boykin, Trevone";"QB";"SEA"
"Boyko, Brett";"OL";"SDG"
"Boyle, Nick";"TE";"BAL"
"Bradberry, James";"DB";"CAR"
"Bradfield, Cameron";"OL";"DAL"
"Bradford, Carl";"DB";"GNB"
"Bradford, Sam";"QB";"PHI"
"Bradham, Nigel";"DB";"PHI"
"Brady, Tom";"QB";"NWE"
"Braman, Bryan";"DB";"PHI"
"Branch, Alan";"DL";"NWE"
"Branch, Andre";"DL";"MIA"
"Branch, Tyvon";"DB";"ARI"
"Brate, Cameron";"TE";"TAM"
"Braunecker, Ben";"TE";"CHI"
"Braverman, Daniel";"WR";"CHI"
"Bray, Quan";"WR";"IND"
"Bray, Tyler";"QB";"K.C"
"Breaux, Delvin";"DB";"NOR"
"Breeland, Bashaud";"DB";"WAS"
"Brees, Drew";"QB";"NOR"
"Brendel, Jake";"OL";"DAL"
"Brenner, Sam";"OL";"DEN"
"Brent, K.J.";"WR";"OAK"
"Brice, Kentrell";"DB";"GNB"
"Bridgewater, Teddy";"QB";"MIN"
"Brinkley, Jasper";"DB";"NYG"
"Brissett, Jacoby";"QB";"NWE"
"Britt, Justin";"OL";"SEA"
"Britt, Kenny";"WR";"LAR"
"Britz, Travis";"DL";"TAM"
"Brock, Tramaine";"DB";"SFO"
"Brockers, Michael";"DL";"LAR"
"Bromley, Jay";"DL";"NYG"
"Brooks, Ahmad";"DB";"SFO"
"Brooks, Brandon";"OL";"PHI"
"Brooks, Cariel";"DB";"ARI"
"Brooks, Ron";"DB";"PHI"
"Brooks, Terrence";"DB";"BAL"
"Brooks, Zac";"RB";"SEA"
"Brothers, Kentrell";"DB";"MIN"
"Brown, Anthony";"DB";"DAL"
"Brown, Antonio";"WR";"PIT"
"Brown, Arthur";"DB";"BAL"
"Brown, Beniquez";"DB";"GNB"
"Brown, Chris";"WR";"DAL"
"Brown, Chykie";"DB";"CIN"
"Brown, Corey";"WR";"CAR"
"Brown, Da'Ron";"WR";"K.C"
"Brown, Daniel";"TE";"BAL"
"Brown, Donald";"RB";"NWE"
"Brown, Duane";"OL";"HOU"
"Brown, Jalil";"DB";"IND"
"Brown, Jamon";"OL";"LAR"
"Brown, Jaron";"WR";"ARI"
"Brown, Jatavis";"DB";"SDG"
"Brown, John";"WR";"ARI"
"Brown, Jon";"K";"CIN"
"Brown, Josh";"K";"NYG"
"Brown, Kourtnei";"DL";"TAM"
"Brown, Mack";"RB";"WAS"
"Brown, Malcolm";"RB";"LAR"
"Brown, Malcom";"DL";"NWE"
"Brown, Preston";"DB";"BUF"
"Brown, Ryan";"DL";"CIN"
"Brown, Sam";"DB";"BAL"
"Brown, Stevie";"DB";"K.C"
"Brown, Trent";"OL";"SFO"
"Brown, Vincent";"WR";"NOR"
"Brown, Zach";"DB";"BUF"
"Brown-Dukes, Brandon";"RB";"PIT"
"Browne, Benson";"TE";"LAR"
"Browner, Brandon";"DB";"SEA"
"Browner, Keith";"DL";"CHI"
"Broxton, Jarell";"OL";"BAL"
"Bruton, David";"DB";"WAS"
"Brutus, Lamarcus";"DB";"TEN"
"Bryant, Armonty";"DB";"CLE"
"Bryant, Brandin";"DL";"SEA"
"Bryant, Christian";"DB";"LAR"
"Bryant, Corbin";"DL";"BUF"
"Bryant, Desmond";"DL";"CLE"
"Bryant, Dez";"WR";"DAL"
"Bryant, Martavis";"WR";"PIT"
"Bryant, Matt";"K";"ATL"
"Bryant, Red";"DL";"ARI"
"Bucannon, Deone";"DB";"ARI"
"Buchholz, Dan";"OL";"CHI"
"Buckner, DeForest";"DL";"SFO"
"Bulaga, Bryan";"OL";"GNB"
"Bullard, Jonathan";"DL";"CHI"
"Bullough, Max";"DB";"HOU"
"Bunche, Malcolm";"OL";"PHI"
"Bundrage, Quenton";"WR";"HOU"
"Bundy, Marquis";"WR";"ARI"
"Burbank, Ross";"OL";"OAK"
"Burbridge, Aaron";"WR";"SFO"
"Burfict, Vontaze";"DB";"CIN"
"Burgess, James";"DB";"MIA"
"Burkhead, Rex";"RB";"CIN"
"Burks, Brandon";"RB";"GNB"
"Burley, Marcus";"DB";"SEA"
"Burnett, Morgan";"DB";"GNB"
"Burns, Artie";"DB";"PIT"
"Burris, Juston";"DB";"NYJ"
"Burse, Isaiah";"WR";"SDG"
"Burton, Michael";"RB";"DET"
"Burton, Trey";"TE";"PHI"
"Burwell, Tyreek";"OL";"SDG"
"Bush, Deon";"DB";"CHI"
"Bush, Rafael";"DB";"DET"
"Bush, Reggie";"RB";"BUF"
"Bushrod, Jermon";"OL";"MIA"
"Butler, Brice";"WR";"DAL"
"Butler, Crezdon";"DB";"DET"
"Butler, Darius";"DB";"IND"
"Butler, Donald";"DB";"ARI"
"Butler, Jeremy";"WR";"BAL"
"Butler, Malcolm";"DB";"NWE"
"Butler, Mario";"DB";"BUF"
"Butler, Vernon";"DL";"CAR"
"Byard, Kevin";"DB";"TEN"
"Byers, Roderick";"DL";"CAR"
"Bykowski, Carter";"OL";"MIN"
"Byndom, Carrington";"DB";"SDG"
"Bynes, Josh";"DB";"DET"
"Byrd, Damiere";"WR";"CAR"
"Byrd, Jairus";"DB";"NOR"
"Byrd, LaRon";"WR";"CAR"
"Cadet, Travaris";"RB";"NOR"
"Cage, Isiah";"OL";"IND"
"Cajuste, Devon";"WR";"SFO"
"Caldwell, Andre";"WR";"DET"
"Caldwell, Trey";"DB";"CLE"
"Calhoun, Shilique";"DB";"OAK"
"Calhoun, Taveze";"DB";"CHI"
"Callahan, Bryce";"DB";"CHI"
"Callahan, Joe";"QB";"GNB"
"Cameron, Jordan";"TE";"MIA"
"Campanaro, Michael";"WR";"BAL"
"Campbell, Calais";"DL";"ARI"
"Campbell, De'Vondre";"DB";"ATL"
"Campbell, DiAndre";"WR";"SFO"
"Campbell, Ibraheim";"DB";"CLE"
"Campbell, William";"OL";"TEN"
"Canady, Maurice";"DB";"BAL"
"Cann, A.J.";"OL";"JAC"
"Cannon, Marcus";"OL";"NWE"
"Capers, Avius";"WR";"CAR"
"Capi, Nordly";"DL";"ATL"
"Carder, Tank";"DB";"CLE"
"Carey, Don";"DB";"DET"
"Carey, Ka'Deem";"RB";"CHI"
"Carlis, Zamir";"DL";"SDG"
"Carlisle, Amir";"WR";"ARI"
"Carlson, Sam";"OL";"DEN"
"Carpenter, Dan";"K";"BUF"
"Carpenter, James";"OL";"NYJ"
"Carr, Brandon";"DB";"DAL"
"Carr, Derek";"QB";"OAK"
"Carr, Deveron";"DB";"K.C"
"Carradine, Tank";"DL";"SFO"
"Carrethers, Ryan";"DL";"SDG"
"Carrie, T.J.";"DB";"OAK"
"Carrier, Derek";"TE";"WAS"
"Carrington, Lloyd";"DB";"WAS"
"Carroll, Nolan";"DB";"PHI"
"Carroo, Leonte";"WR";"MIA"
"Carson, Tra";"RB";"CIN"
"Carter, Alex";"DB";"DET"
"Carter, Bruce";"DB";"NYJ"
"Carter, Chris";"DB";"BAL"
"Carter, DeAndre";"WR";"NWE"
"Carter, Kyle";"TE";"MIN"
"Carter, Ruben";"OL";"MIA"
"Carter, Tony";"DB";"NOR"
"Cartwright, Kivon";"TE";"TAM"
"Casey, Jurrell";"DL";"TEN"
"Cash, Jeremy";"DB";"CAR"
"Casillas, Jonathan";"DB";"NYG"
"Cassel, Matt";"QB";"TEN"
"Castonzo, Anthony";"OL";"IND"
"Catanzaro, Chandler";"K";"ARI"
"Catapano, Mike";"DL";"NYJ"
"Celek, Brent";"TE";"PHI"
"Celek, Garrett";"TE";"SFO"
"Chancellor, Kam";"DB";"SEA"
"Charles, Jamaal";"RB";"K.C"
"Charles, Orson";"TE";"DET"
"Charles, Stefan";"DL";"DET"
"Cheek, Bryce";"DB";"K.C"
"Cheek, Joseph";"OL";"NOR"
"Chekwa, Chimdi";"DB";"MIA"
"Cherilus, Gosder";"OL";"TAM"
"Cherry, Demetrius";"DL";"SFO"
"Cherry, Don";"DB";"PHI"
"Chester, Chris";"OL";"ATL"
"Chestnut, Terrell";"DB";"SDG"
"Chickillo, Anthony";"DB";"PIT"
"Chisum, Alex";"WR";"DET"
"Christian, Gerald";"TE";"ARI"
"Christian, Marqui";"DB";"ARI"
"Chubb, Brandon";"DB";"LAR"
"Chung, Patrick";"DB";"NWE"
"Church, Barry";"DB";"DAL"
"Clady, Ryan";"OL";"NYJ"
"Claiborne, Morris";"DB";"DAL"
"Clark, Chris";"OL";"HOU"
"Clark, Donavon";"OL";"SDG"
"Clark, Frank";"DL";"SEA"
"Clark, Kenny";"DL";"GNB"
"Clark, Le'Raven";"OL";"IND"
"Clarke, Will";"DL";"CIN"
"Clausell, Blaine";"OL";"BAL"
"Clay, Charles";"TE";"BUF"
"Clay, Kaelin";"WR";"BAL"
"Clayborn, Adrian";"DL";"ATL"
"Cleary, Emmett";"OL";"NYG"
"Clemens, Kellen";"QB";"SDG"
"Clemmings, T.J.";"OL";"MIN"
"Clemons, Chris";"DB";"ARI"
"Cleveland, Asante";"TE";"SDG"
"Cliett, Reshard";"DB";"HOU"
"Clinton-Dix, Ha Ha";"DB";"GNB"
"Clowney, Jadeveon";"DB";"HOU"
"Coates, Sammie";"WR";"PIT"
"Cobb, David";"RB";"TEN"
"Cobb, Randall";"WR";"GNB"
"Cockran, Theiren";"DL";"MIN"
"Cockrell, Ross";"DB";"PIT"
"Coe, Rodney";"DL";"DAL"
"Coffman, Chase";"TE";"IND"
"Cofield, Takoby";"OL";"WAS"
"Coker, Jake";"QB";"ARI"
"Cole, Audie";"DB";"MIN"
"Cole, Trent";"DB";"IND"
"Coleman, Brandon";"WR";"NOR"
"Coleman, Corey";"WR";"CLE"
"Coleman, Davon";"DL";"NYG"
"Coleman, Deandre";"DL";"MIA"
"Coleman, Justin";"DB";"NWE"
"Coleman, Kurt";"DB";"CAR"
"Coleman, Kyle";"DB";"SEA"
"Coleman, Shon";"OL";"CLE"
"Coleman, Tevin";"RB";"ATL"
"Coley, Trevon";"DL";"BAL"
"Collins, Alex";"RB";"SEA"
"Collins, Dobson";"WR";"BAL"
"Collins, Jalen";"DB";"ATL"
"Collins, Jamie";"DB";"NWE"
"Collins, La'el";"OL";"DAL"
"Collins, Landon";"DB";"NYG"
"Collins, Maliek";"DL";"DAL"
"Colquhoun, Arjen";"DB";"DAL"
"Colter, Kain";"WR";"BUF"
"Colvin, Aaron";"DB";"JAC"
"Compton, Tom";"OL";"ATL"
"Compton, Will";"DB";"WAS"
"Conklin, Jack";"OL";"TEN"
"Conley, Chris";"WR";"K.C"
"Conner, Kavell";"DB";"BAL"
"Conte, Chris";"DB";"TAM"
"Cook, Connor";"QB";"OAK"
"Cook, Jared";"TE";"GNB"
"Cook, Kenny";"WR";"K.C"
"Cooks, Brandin";"WR";"NOR"
"Coons, Travis";"K";"CLE"
"Cooper, Alex";"OL";"CIN"
"Cooper, Amari";"WR";"OAK"
"Cooper, Fahn";"OL";"SFO"
"Cooper, Jonathan";"OL";"NWE"
"Cooper, Marcus";"DB";"K.C"
"Cooper, Mariel";"DB";"WAS"
"Cooper, Michael";"TE";"PIT"
"Cooper, Pharoh";"WR";"LAR"
"Cooper, Xavier";"DL";"CLE"
"Copeland, Brandon";"DL";"DET"
"Coples, Quinton";"DL";"LAR"
"Coprich, Marshaun";"RB";"NYG"
"Core, Cody";"WR";"CIN"
"Correa, Kamalei";"DB";"BAL"
"Cottom, Brandon";"TE";"SEA"
"Countess, Blake";"DB";"PHI"
"Cousins, Kirk";"QB";"WAS"
"Covington, Christian";"DL";"HOU"
"Cowser, James";"DL";"OAK"
"Cox, Fletcher";"DL";"PHI"
"Cox, Perrish";"DB";"TEN"
"Cox, Rakim";"DL";"CAR"
"Coyle, Brock";"DB";"SEA"
"Crabtree, Michael";"WR";"OAK"
"Cravens, Su'a";"DB";"WAS"
"Crawford, Corey";"DL";"WAS"
"Crawford, Jack";"DL";"DAL"
"Crawford, Richard";"DB";"SDG"
"Crawford, Tyrone";"DL";"DAL"
"Crawley, Ken";"DB";"NOR"
"Crichton, Scott";"DL";"MIN"
"Crick, Jared";"DL";"DEN"
"Crisp, Rob";"OL";"ARI"
"Crockett, John";"RB";"GNB"
"Cromartie, Marcus";"DB";"SFO"
"Crosby, Mason";"K";"GNB"
"Cross, Alan";"TE";"TAM"
"Crowder, Jamison";"WR";"WAS"
"Crowell, Isaiah";"RB";"CLE"
"Crume, Eric";"DL";"CAR"
"Cruz, A.J.";"WR";"MIA"
"Cruz, Victor";"WR";"NYG"
"Cudjo, Jermelle";"DL";"NYG"
"Cumberland, Jeff";"TE";"SDG"
"Cunningham, Benny";"RB";"LAR"
"Cunningham, Jerome";"TE";"TEN"
"Cunningham, Justice";"TE";"LAR"
"Currie, Justin";"DB";"NYG"
"Curry, Vinny";"DL";"PHI"
"Cushing, Brian";"DB";"HOU"
"Cutler, Jay";"QB";"CHI"
"Cyprien, Johnathan";"DB";"JAC"
"Dable, Anthony";"WR";"NYG"
"Dahl, Joe";"OL";"DET"
"Dalton, Andy";"QB";"CIN"
"Dangerfield, Jared";"WR";"NOR"
"Dangerfield, Jordan";"DB";"PIT"
"Daniel, Chase";"QB";"PHI"
"Daniel, Robertson";"DB";"GNB"
"Daniels, B.J.";"WR";"CHI"
"Daniels, Mike";"DL";"GNB"
"Daniels, Steven";"DB";"WAS"
"Dansby, Karlos";"DB";"CIN"
"Darby, Ronald";"DB";"BUF"
"Dareus, Marcell";"DL";"BUF"
"Darkwa, Orleans";"RB";"NYG"
"David, Lavonte";"DB";"TAM"
"Davie, Daniel";"DB";"TAM"
"Davis, Akeem";"DB";"K.C"
"Davis, Andre";"WR";"TAM"
"Davis, Anthony";"OL";"SFO"
"Davis, Austin";"QB";"CLE"
"Davis, Carl";"DL";"BAL"
"Davis, Chris";"DB";"SFO"
"Davis, Cody";"DB";"LAR"
"Davis, Demario";"DB";"CLE"
"Davis, Dominique";"DL";"K.C"
"Davis, Geremy";"WR";"NYG"
"Davis, Jesse";"OL";"NYJ"
"Davis, Kellen";"TE";"NYJ"
"Davis, Knile";"RB";"K.C"
"Davis, Mike";"RB";"SFO"
"Davis, Quinshad";"WR";"DET"
"Davis, Ryan";"DL";"JAC"
"Davis, Sean";"DB";"PIT"
"Davis, Shiro";"DB";"WAS"
"Davis, Thomas";"DB";"CAR"
"Davis, Todd";"DB";"DEN"
"Davis, Trevor";"WR";"GNB"
"Davis, Vernon";"TE";"WAS"
"Davis, Vontae";"DB";"IND"
"Davis, Will";"DB";"BAL"
"Davison, Tyeler";"DL";"NOR"
"Dawson, P.J.";"DB";"CIN"
"Dawson, Phil";"K";"SFO"
"Day, Dillon";"OL";"DEN"
"Day, Sheldon";"DL";"JAC"
"DeBord, Clay";"OL";"ARI"
"DeCastro, David";"OL";"PIT"
"Dean, David";"DL";"CIN"
"Deaver, Braxton";"TE";"CAR"
"Deayon, Donte";"DB";"NYG"
"Debose, Andre";"WR";"IND"
"Decker, Eric";"WR";"NYJ"
"Decker, Taylor";"OL";"DET"
"Delaire, Ryan";"DL";"CAR"
"Demps, Quintin";"DB";"HOU"
"Denham, Anthony";"TE";"HOU"
"Dennard, Darqueze";"DB";"CIN"
"Dent, Akeem";"DB";"HOU"
"Derby, A.J.";"TE";"NWE"
"Desir, Pierre";"DB";"CLE"
"Devalve, Seth";"TE";"CLE"
"Develin, James";"RB";"NWE"
"Devey, Jordan";"OL";"K.C"
"DiManche, Jayson";"DB";"CIN"
"DiMarco, Patrick";"RB";"ATL"
"Dial, Quinton";"DL";"SFO"
"Dickson, Ed";"TE";"CAR"
"Diggs, Quandre";"DB";"DET"
"Diggs, Reggie";"WR";"WAS"
"Diggs, Stefon";"WR";"MIN"
"Dillon, K.J.";"DB";"HOU"
"Dismukes, Reese";"OL";"CAR"
"Dixon, Brandon";"DB";"NOR"
"Dixon, Brian";"DB";"NOR"
"Dixon, Gerald";"DL";"DAL"
"Dixon, Kenneth";"RB";"BAL"
"Dixon, Mandel";"TE";"PIT"
"Dixon, Travell";"DB";"CAR"
"Dobson, Aaron";"WR";"NWE"
"Doctson, Josh";"WR";"WAS"
"Dodd, Kevin";"DB";"TEN"
"Donald, Aaron";"DL";"LAR"
"Donnal, Andrew";"OL";"LAR"
"Donnell, Larry";"TE";"NYG"
"Dora, Vontarrius";"DB";"DEN"
"Dorleant, Makinton";"DB";"GNB"
"Dorsett, Phillip";"WR";"IND"
"Dorsey, Glenn";"DL";"SFO"
"Doss, Lorenzo";"DB";"DEN"
"Dotson, Demar";"OL";"TAM"
"Doughty, Brandon";"QB";"MIA"
"Douglas, Harry";"WR";"TEN"
"Douglas, Jamil";"OL";"MIA"
"Douzable, Leger";"DL";"BUF"
"Dowling, Jonathan";"DB";"BUF"
"Doyle, Jack";"TE";"IND"
"Dozier, Dakota";"OL";"NYJ"
"Drake, Kenyan";"RB";"MIA"
"Drango, Spencer";"OL";"CLE"
"Draughn, Shaun";"RB";"SFO"
"Dray, Jim";"TE";"BUF"
"Driskel, Jeff";"QB";"SFO"
"Drummond, Kurtis";"DB";"HOU"
"Duarte, Thomas";"TE";"MIA"
"Ducasse, Vladimir";"OL";"BAL"
"Ducre, Greg";"DB";"SDG"
"Dumervil, Elvis";"DB";"BAL"
"Dunbar, Lance";"RB";"DAL"
"Dunbar, Quinton";"DB";"WAS"
"Duncan, Kieren";"WR";"CHI"
"Dunlap, Carlos";"DL";"CIN"
"Dunlap, King";"OL";"SDG"
"Dunn, Brandon";"DL";"HOU"
"Dupree, Bud";"DB";"PIT"
"Durant, Justin";"DB";"DAL"
"Durden, Kenneth";"DB";"OAK"
